"COUNTRY,""Country"",""VAR"",""Variable"",""POPULATION"",""Population"",""TIME"",""Time"",""Value"",""Flag Codes"",""Flags"""
"NOR,""Norway"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2015"",""2015"",1013656,,"
"NOR,""Norway"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",1300015,,"
"NOR,""Norway"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2012"",""2012"",1068800,,"
"NOR,""Norway"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2015"",""2015"",1257486,,"
"NOR,""Norway"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",1440272,,"
"NOR,""Norway"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2012"",""2012"",1883600,,"
"NOR,""Norway"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2015"",""2015"",2272944,,"
"NOR,""Norway"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",2745724,,"
"NOR,""Norway"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2012"",""2012"",890552.63,,"
"NOR,""Norway"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2015"",""2015"",1059004,,"
"NOR,""Norway"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2018"",""2018"",1295949,,"
"NOR,""Norway"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2012"",""2012"",2162600,,"
"NOR,""Norway"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2015"",""2015"",2516776,,"
"NOR,""Norway"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",2885981,,"
"NOR,""Norway"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2012"",""2012"",1.88643,,"
"NOR,""Norway"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2015"",""2015"",1.953612,,"
"NOR,""Norway"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2018"",""2018"",2.091711,,"
"NOR,""Norway"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2012"",""2012"",0.52599996,,"
"NOR,""Norway"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2015"",""2015"",0.51999998,,"
"NOR,""Norway"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2018"",""2018"",0.5,,"
"NOR,""Norway"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2012"",""2012"",1.8,,"
"NOR,""Norway"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2015"",""2015"",1.96,,"
"NOR,""Norway"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2018"",""2018"",2.0999999,,"
"NOR,""Norway"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2012"",""2012"",35.455791,,"
"NOR,""Norway"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2015"",""2015"",34.694069,,"
"NOR,""Norway"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2018"",""2018"",34.931412,,"
"NOR,""Norway"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2012"",""2012"",84.270332,,"
"NOR,""Norway"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2015"",""2015"",84.914757,,"
"NOR,""Norway"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2018"",""2018"",86.109489,,"
"NOR,""Norway"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2012"",""2012"",30.523979,,"
"NOR,""Norway"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2015"",""2015"",33.18903,,"
"NOR,""Norway"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2018"",""2018"",35.85574,,"
"NOR,""Norway"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2012"",""2012"",18.51766,,"
"NOR,""Norway"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2015"",""2015"",20.12882,,"
"NOR,""Norway"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2018"",""2018"",22.674219,,"
"NOR,""Norway"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2012"",""2012"",50.09338,,"
"NOR,""Norway"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2015"",""2015"",51.450291,,"
"NOR,""Norway"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2018"",""2018"",53.844978,,"
"NOR,""Norway"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2012"",""2012"",36.194969,,"
"NOR,""Norway"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2015"",""2015"",37.84536,,"
"NOR,""Norway"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2018"",""2018"",40.5406,,"
"NZL,""New Zealand"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",353225,,"
"NZL,""New Zealand"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",461030,,"
"NZL,""New Zealand"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",89829,,"
"NZL,""New Zealand"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",121671,,"
"NZL,""New Zealand"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",630859,,"
"NZL,""New Zealand"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",788691,,"
"NZL,""New Zealand"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2014"",""2014"",236217.09,,"
"NZL,""New Zealand"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2018"",""2018"",288192.81,,"
"NZL,""New Zealand"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",367462,,"
"NZL,""New Zealand"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",449331,,"
"NZL,""New Zealand"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2014"",""2014"",2.1829031,,"
"NZL,""New Zealand"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2018"",""2018"",2.319679,,"
"NZL,""New Zealand"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.229,,"
"NZL,""New Zealand"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2018"",""2018"",0.20100001,,"
"NZL,""New Zealand"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.792,,"
"NZL,""New Zealand"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2018"",""2018"",0.60100001,,"
"NZL,""New Zealand"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2014"",""2014"",11.89917,,"
"NZL,""New Zealand"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2018"",""2018"",12.4371,,"
"NZL,""New Zealand"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2014"",""2014"",66.212013,,"
"NZL,""New Zealand"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2018"",""2018"",76.787773,,"
"NZL,""New Zealand"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2014"",""2014"",20.103001,,"
"NZL,""New Zealand"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2018"",""2018"",20.25535,,"
"NZL,""New Zealand"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2014"",""2014"",52.944611,,"
"NZL,""New Zealand"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2018"",""2018"",52.909882,,"
"NZL,""New Zealand"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2014"",""2014"",39.701721,,"
"NZL,""New Zealand"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2018"",""2018"",38.969631,,"
"POL,""Poland"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",84763.383,,"
"POL,""Poland"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2016"",""2016"",88429.07,,"
"POL,""Poland"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",21377.34,,"
"POL,""Poland"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2016"",""2016"",25936.92,,"
"POL,""Poland"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",404048.81,,"
"POL,""Poland"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2016"",""2016"",416954.69,,"
"POL,""Poland"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2014"",""2014"",143155.2,,"
"POL,""Poland"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2016"",""2016"",147806.59,,"
"POL,""Poland"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",340662.81,,"
"POL,""Poland"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2016"",""2016"",354466.91,,"
"POL,""Poland"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2014"",""2014"",1.688642,,"
"POL,""Poland"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2016"",""2016"",1.579689,,"
"POL,""Poland"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.068000004,,"
"POL,""Poland"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2016"",""2016"",0.061000001,,"
"POL,""Poland"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.17200001,,"
"POL,""Poland"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2016"",""2016"",0.16700001,,"
"POL,""Poland"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2014"",""2014"",11.2714,,"
"POL,""Poland"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2016"",""2016"",9.5660877,,"
"POL,""Poland"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2014"",""2014"",36.979061,,"
"POL,""Poland"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2016"",""2016"",40.504711,,"
"POL,""Poland"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2014"",""2014"",6.8234329,,"
"POL,""Poland"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2016"",""2016"",6.139915,,"
"POL,""Poland"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2014"",""2014"",11.7291,,"
"POL,""Poland"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2016"",""2016"",14.15222,,"
"POL,""Poland"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2014"",""2014"",41.83997,,"
"POL,""Poland"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2016"",""2016"",41.284821,,"
"POL,""Poland"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2014"",""2014"",29.01166,,"
"POL,""Poland"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2016"",""2016"",29.57148,,"
"PRT,""Portugal"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2010"",""2010"",44424,,"
"PRT,""Portugal"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",46440,,"
"PRT,""Portugal"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",54040,,"
"PRT,""Portugal"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2010"",""2010"",30255,,"
"PRT,""Portugal"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",28814,,"
"PRT,""Portugal"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",24110,,"
"PRT,""Portugal"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2010"",""2010"",157933,,"
"PRT,""Portugal"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",141337,,"
"PRT,""Portugal"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",162275,,"
"PRT,""Portugal"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2010"",""2010"",58376.66,,"
"PRT,""Portugal"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2013"",""2013"",54150.25,,"
"PRT,""Portugal"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2017"",""2017"",64814.629,,"
"PRT,""Portugal"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2010"",""2010"",143765,,"
"PRT,""Portugal"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",123713,,"
"PRT,""Portugal"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",132346,,"
"PRT,""Portugal"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2010"",""2010"",2.005779,,"
"PRT,""Portugal"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2013"",""2013"",2.1088459,,"
"PRT,""Portugal"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2017"",""2017"",2.170032,,"
"PRT,""Portugal"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2010"",""2010"",0.34,,"
"PRT,""Portugal"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2013"",""2013"",0.40000001,,"
"PRT,""Portugal"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2017"",""2017"",0.315,,"
"PRT,""Portugal"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2010"",""2010"",2.2449999,,"
"PRT,""Portugal"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2013"",""2013"",1.985,,"
"PRT,""Portugal"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2017"",""2017"",1.3160001,,"
"PRT,""Portugal"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2010"",""2010"",17.929609,,"
"PRT,""Portugal"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2013"",""2013"",23.12479,,"
"PRT,""Portugal"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2017"",""2017"",16.111429,,"
"PRT,""Portugal"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2010"",""2010"",46.221088,,"
"PRT,""Portugal"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2013"",""2013"",45.866772,,"
"PRT,""Portugal"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2017"",""2017"",45.47916,,"
"PRT,""Portugal"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2010"",""2010"",39.7038,,"
"PRT,""Portugal"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2013"",""2013"",36.54813,,"
"PRT,""Portugal"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2017"",""2017"",26.030439,,"
"PRT,""Portugal"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2010"",""2010"",19.630329,,"
"PRT,""Portugal"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2013"",""2013"",22.053579,,"
"PRT,""Portugal"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2017"",""2017"",23.160629,,"
"PRT,""Portugal"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2010"",""2010"",51.40073,,"
"PRT,""Portugal"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2013"",""2013"",53.044182,,"
"PRT,""Portugal"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2017"",""2017"",53.855431,,"
"PRT,""Portugal"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2010"",""2010"",39.280849,,"
"PRT,""Portugal"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2013"",""2013"",40.899239,,"
"PRT,""Portugal"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2017"",""2017"",41.607658,,"
"SVK,""Slovak Republic"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2010"",""2010"",10668,,"
"SVK,""Slovak Republic"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",9847,,"
"SVK,""Slovak Republic"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",20458,,"
"SVK,""Slovak Republic"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2010"",""2010"",3332,,"
"SVK,""Slovak Republic"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",5391,,"
"SVK,""Slovak Republic"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",9297,,"
"SVK,""Slovak Republic"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2010"",""2010"",79656,,"
"SVK,""Slovak Republic"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",66047,,"
"SVK,""Slovak Republic"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",103479,,"
"SVK,""Slovak Republic"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2010"",""2010"",28135.32,,"
"SVK,""Slovak Republic"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2014"",""2014"",23488.461,,"
"SVK,""Slovak Republic"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2017"",""2017"",36453.629,,"
"SVK,""Slovak Republic"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2010"",""2010"",72320,,"
"SVK,""Slovak Republic"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",61596,,"
"SVK,""Slovak Republic"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",92318,,"
"SVK,""Slovak Republic"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2010"",""2010"",1.301952,,"
"SVK,""Slovak Republic"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2014"",""2014"",1.312644,,"
"SVK,""Slovak Republic"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2017"",""2017"",1.471921,,"
"SVK,""Slovak Republic"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2010"",""2010"",0.066,,"
"SVK,""Slovak Republic"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.126,,"
"SVK,""Slovak Republic"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2017"",""2017"",0.189,,"
"SVK,""Slovak Republic"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2010"",""2010"",0.22700001,,"
"SVK,""Slovak Republic"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.41999999,,"
"SVK,""Slovak Republic"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2017"",""2017"",0.611,,"
"SVK,""Slovak Republic"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2010"",""2010"",6.3193188,,"
"SVK,""Slovak Republic"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2014"",""2014"",11.35928,,"
"SVK,""Slovak Republic"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2017"",""2017"",12.82962,,"
"SVK,""Slovak Republic"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2010"",""2010"",26.77557,,"
"SVK,""Slovak Republic"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2014"",""2014"",36.6978,,"
"SVK,""Slovak Republic"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2017"",""2017"",36.637871,,"
"SVK,""Slovak Republic"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2010"",""2010"",11.4387,,"
"SVK,""Slovak Republic"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2014"",""2014"",10.24603,,"
"SVK,""Slovak Republic"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2017"",""2017"",10.77555,,"
"SVK,""Slovak Republic"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2010"",""2010"",7.7233071,,"
"SVK,""Slovak Republic"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2014"",""2014"",9.3170528,,"
"SVK,""Slovak Republic"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2017"",""2017"",12.44446,,"
"SVK,""Slovak Republic"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2010"",""2010"",32.783009,,"
"SVK,""Slovak Republic"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2014"",""2014"",34.32571,,"
"SVK,""Slovak Republic"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2017"",""2017"",40.560619,,"
"SVK,""Slovak Republic"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2010"",""2010"",21.75415,,"
"SVK,""Slovak Republic"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2014"",""2014"",22.96229,,"
"SVK,""Slovak Republic"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2017"",""2017"",29.107519,,"
"SVN,""Slovenia"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",40494,,"
"SVN,""Slovenia"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",29465,,"
"SVN,""Slovenia"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",6597,,"
"SVN,""Slovenia"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",6456,,"
"SVN,""Slovenia"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",137718,,"
"SVN,""Slovenia"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",144321,,"
"SVN,""Slovenia"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2014"",""2014"",54779.531,,"
"SVN,""Slovenia"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2017"",""2017"",57579.391,,"
"SVN,""Slovenia"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",103822,,"
"SVN,""Slovenia"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",121311,,"
"SVN,""Slovenia"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2014"",""2014"",1.713614,,"
"SVN,""Slovenia"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2017"",""2017"",1.576331,,"
"SVN,""Slovenia"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.086000003,,"
"SVN,""Slovenia"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2017"",""2017"",0.078000002,,"
"SVN,""Slovenia"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.249,,"
"SVN,""Slovenia"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2017"",""2017"",0.27599999,,"
"SVN,""Slovenia"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2014"",""2014"",12.06259,,"
"SVN,""Slovenia"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2017"",""2017"",11.23967,,"
"SVN,""Slovenia"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2014"",""2014"",38.620491,,"
"SVN,""Slovenia"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2017"",""2017"",32.238441,,"
"SVN,""Slovenia"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2014"",""2014"",6.700284,,"
"SVN,""Slovenia"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2017"",""2017"",9.8305779,,"
"SVN,""Slovenia"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2014"",""2014"",23.032789,,"
"SVN,""Slovenia"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2017"",""2017"",15.12039,,"
"SVN,""Slovenia"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2014"",""2014"",48.622921,,"
"SVN,""Slovenia"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2017"",""2017"",43.982979,,"
"SVN,""Slovenia"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2014"",""2014"",37.912071,,"
"SVN,""Slovenia"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2017"",""2017"",32.222549,,"
"USA,""United States"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2010"",""2010"",287800,,"
"USA,""United States"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",327600,,"
"USA,""United States"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2016"",""2016"",434100,,"
